"Order_ID","Product","Quantity_Ordered","Price_Each","Order_Date","Purchase_Address"
"176573","USB-C Charging Cable","1","11.949999809265137","2027-04-19 18:41:00.0000000","214 Chestnut St, San Francisco, CA 94016"
"176574","Google Phone","1","600","2003-04-19 19:42:00.0000000","20 Hill St, Los Angeles, CA 90001"
"176574","USB-C Charging Cable","1","11.949999809265137","2003-04-19 19:42:00.0000000","20 Hill St, Los Angeles, CA 90001"
"176575","AAA Batteries (4-pack)","1","2.9900000095367432","2027-04-19 00:30:00.0000000","433 Hill St, New York City, NY 10001"
"176576","Apple Airpods Headphones","1","150","2028-04-19 11:42:00.0000000","771 Ridge St, Los Angeles, CA 90001"
"176577","Apple Airpods Headphones","1","150","2004-04-19 19:25:00.0000000","260 Spruce St, Dallas, TX 75001"
"176578","Apple Airpods Headphones","1","150","2009-04-19 23:35:00.0000000","513 Church St, Boston, MA 02215"
"176579","AA Batteries (4-pack)","1","3.8399999141693115","2011-04-19 10:23:00.0000000","886 Jefferson St, New York City, NY 10001"
"176580","USB-C Charging Cable","1","11.949999809265137","2005-04-19 00:35:00.0000000","886 Willow St, Los Angeles, CA 90001"
"176581","iPhone","1","700","2009-04-19 21:38:00.0000000","84 Jackson St, Boston, MA 02215"
"176582","Bose SoundSport Headphones","1","99.989997863769531","2027-04-19 12:20:00.0000000","178 Lincoln St, Atlanta, GA 30301"
"176583","AAA Batteries (4-pack)","2","2.9900000095367432","2020-04-19 12:00:00.0000000","146 Jackson St, Portland, OR 97035"
"176584","Flatscreen TV","1","300","2024-04-19 20:39:00.0000000","936 Church St, San Francisco, CA 94016"
"176585","Bose SoundSport Headphones","1","99.989997863769531","2007-04-19 11:31:00.0000000","823 Highland St, Boston, MA 02215"
"176585","Bose SoundSport Headphones","1","99.989997863769531","2007-04-19 11:31:00.0000000","823 Highland St, Boston, MA 02215"
"176586","AAA Batteries (4-pack)","2","2.9900000095367432","2010-04-19 17:00:00.0000000","365 Center St, San Francisco, CA 94016"
"176586","Google Phone","1","600","2010-04-19 17:00:00.0000000","365 Center St, San Francisco, CA 94016"
"176587","27in FHD Monitor","1","149.99000549316406","2029-04-19 19:38:00.0000000","557 5th St, Los Angeles, CA 90001"
"176588","20in Monitor","1","109.98999786376953","2002-04-19 04:00:00.0000000","765 Cherry St, Seattle, WA 98101"
"176589","Lightning Charging Cable","1","14.949999809265137","2004-04-19 12:23:00.0000000","846 Highland St, Atlanta, GA 30301"
"176590","Google Phone","1","600","2011-04-19 11:46:00.0000000","873 6th St, New York City, NY 10001"
"176591","Apple Airpods Headphones","1","150","2021-04-19 07:21:00.0000000","600 Maple St, Austin, TX 73301"
"176592","USB-C Charging Cable","1","11.949999809265137","2027-04-19 13:04:00.0000000","352 4th St, Los Angeles, CA 90001"
"176593","Lightning Charging Cable","2","14.949999809265137","2015-04-19 13:45:00.0000000","906 7th St, Portland, OR 97035"
"176594","Wired Headphones","1","11.989999771118164","2017-04-19 23:04:00.0000000","63 Maple St, San Francisco, CA 94016"
"176595","Wired Headphones","3","11.989999771118164","2002-04-19 09:11:00.0000000","383 6th St, Los Angeles, CA 90001"
"176596","Apple Airpods Headphones","1","150","2027-04-19 20:11:00.0000000","572 Meadow St, Dallas, TX 75001"
"176597","USB-C Charging Cable","1","11.949999809265137","2019-04-19 13:39:00.0000000","681 11th St, San Francisco, CA 94016"
"176598","AAA Batteries (4-pack)","2","2.9900000095367432","2021-04-19 20:33:00.0000000","294 Park St, San Francisco, CA 94016"
"176599","Lightning Charging Cable","1","14.949999809265137","2011-04-19 15:25:00.0000000","279 Maple St, New York City, NY 10001"
"176600","27in 4K Gaming Monitor","1","389.989990234375","2030-04-19 15:54:00.0000000","87 West St, Boston, MA 02215"
"176601","USB-C Charging Cable","1","11.949999809265137","2002-04-19 22:32:00.0000000","754 10th St, Los Angeles, CA 90001"
"176602","Lightning Charging Cable","1","14.949999809265137","2030-04-19 09:39:00.0000000","9 Jefferson St, Dallas, TX 75001"
"176603","USB-C Charging Cable","1","11.949999809265137","2001-04-19 07:46:00.0000000","858 6th St, San Francisco, CA 94016"
"176604","USB-C Charging Cable","1","11.949999809265137","2002-04-19 10:57:00.0000000","462 11th St, San Francisco, CA 94016"
"176605","USB-C Charging Cable","1","11.949999809265137","2015-04-19 16:29:00.0000000","717 Pine St, San Francisco, CA 94016"
"176606","LG Dryer","1","600","2021-04-19 14:16:00.0000000","487 Maple St, San Francisco, CA 94016"
"176607","AAA Batteries (4-pack)","2","2.9900000095367432","2018-04-19 12:11:00.0000000","689 10th St, Boston, MA 02215"
"176608","iPhone","1","700","2011-04-19 12:01:00.0000000","15 Cherry St, San Francisco, CA 94016"
"176609","Apple Airpods Headphones","1","150","2011-04-19 16:59:00.0000000","267 11th St, Austin, TX 73301"
"176610","AAA Batteries (4-pack)","1","2.9900000095367432","2026-04-19 00:40:00.0000000","382 River St, Dallas, TX 75001"
"176611","Bose SoundSport Headphones","1","99.989997863769531","2030-04-19 13:16:00.0000000","971 Sunset St, San Francisco, CA 94016"
"176612","Apple Airpods Headphones","1","150","2004-04-19 19:48:00.0000000","149 North St, Seattle, WA 98101"
"176613","USB-C Charging Cable","2","11.949999809265137","2026-04-19 18:58:00.0000000","405 4th St, New York City, NY 10001"
"176614","AA Batteries (4-pack)","1","3.8399999141693115","2007-04-19 21:01:00.0000000","647 Jackson St, San Francisco, CA 94016"
"176615","Lightning Charging Cable","1","14.949999809265137","2030-04-19 10:35:00.0000000","833 River St, Dallas, TX 75001"
"176616","USB-C Charging Cable","1","11.949999809265137","2005-04-19 20:40:00.0000000","380 Washington St, San Francisco, CA 94016"
"176617","Apple Airpods Headphones","1","150","2025-04-19 08:03:00.0000000","319 8th St, Portland, OR 97035"
"176618","Lightning Charging Cable","2","14.949999809265137","2018-04-19 21:44:00.0000000","273 South St, San Francisco, CA 94016"
"176619","Flatscreen TV","1","300","2016-04-19 18:37:00.0000000","116 North St, Los Angeles, CA 90001"
"176620","USB-C Charging Cable","1","11.949999809265137","2017-04-19 10:39:00.0000000","994 Pine St, Los Angeles, CA 90001"
"176621","Lightning Charging Cable","1","14.949999809265137","2011-04-19 16:09:00.0000000","863 8th St, Boston, MA 02215"
"176622","AA Batteries (4-pack)","1","3.8399999141693115","2011-04-19 20:16:00.0000000","983 11th St, San Francisco, CA 94016"
"176623","27in FHD Monitor","1","149.99000549316406","2020-04-19 23:51:00.0000000","807 12th St, Atlanta, GA 30301"
"176624","AA Batteries (4-pack)","1","3.8399999141693115","2028-04-19 10:44:00.0000000","664 Church St, Seattle, WA 98101"
"176625","AAA Batteries (4-pack)","2","2.9900000095367432","2024-04-19 19:00:00.0000000","858 5th St, San Francisco, CA 94016"
"176626","Bose SoundSport Headphones","1","99.989997863769531","2001-04-19 21:40:00.0000000","491 Chestnut St, Boston, MA 02215"
"176627","Wired Headphones","1","11.989999771118164","2021-04-19 14:57:00.0000000","994 13th St, Atlanta, GA 30301"
"176628","Lightning Charging Cable","2","14.949999809265137","2015-04-19 04:03:00.0000000","628 Wilson St, Dallas, TX 75001"
"176629","USB-C Charging Cable","1","11.949999809265137","2024-04-19 11:56:00.0000000","101 Lincoln St, San Francisco, CA 94016"
"176630","Google Phone","1","600","2010-04-19 05:01:00.0000000","770 Maple St, San Francisco, CA 94016"
"176631","USB-C Charging Cable","1","11.949999809265137","2013-04-19 18:48:00.0000000","292 Dogwood St, San Francisco, CA 94016"
"176632","AAA Batteries (4-pack)","1","2.9900000095367432","2014-04-19 14:28:00.0000000","814 Madison St, San Francisco, CA 94016"
"176633","ThinkPad Laptop","1","999.989990234375","2023-04-19 14:03:00.0000000","863 Hickory St, Los Angeles, CA 90001"
"176634","Lightning Charging Cable","1","14.949999809265137","2010-04-19 08:00:00.0000000","311 Madison St, Atlanta, GA 30301"
"176635","Vareebadd Phone","1","400","2026-04-19 09:55:00.0000000","85 North St, San Francisco, CA 94016"
"176636","AA Batteries (4-pack)","1","3.8399999141693115","2030-04-19 20:37:00.0000000","140 10th St, Boston, MA 02215"
"176637","AAA Batteries (4-pack)","1","2.9900000095367432","2017-04-19 10:03:00.0000000","261 Sunset St, New York City, NY 10001"
"176638","USB-C Charging Cable","1","11.949999809265137","2020-04-19 08:33:00.0000000","869 Cherry St, Boston, MA 02215"
"176639","Macbook Pro Laptop","1","1700","2028-04-19 16:14:00.0000000","853 Cedar St, San Francisco, CA 94016"
"176640","Wired Headphones","2","11.989999771118164","2027-04-19 22:54:00.0000000","164 Lake St, San Francisco, CA 94016"
"176641","Lightning Charging Cable","1","14.949999809265137","2025-04-19 21:36:00.0000000","655 Sunset St, Boston, MA 02215"
"176642","AA Batteries (4-pack)","1","3.8399999141693115","2017-04-19 18:38:00.0000000","72 Elm St, Portland, OR 97035"
"176643","Macbook Pro Laptop","1","1700","2027-04-19 21:32:00.0000000","373 Adams St, Boston, MA 02215"
"176644","USB-C Charging Cable","1","11.949999809265137","2023-04-19 02:09:00.0000000","962 7th St, Los Angeles, CA 90001"
"176645","AAA Batteries (4-pack)","3","2.9900000095367432","2026-04-19 18:38:00.0000000","514 Lake St, Dallas, TX 75001"
"176646","Macbook Pro Laptop","1","1700","2022-04-19 07:14:00.0000000","657 Adams St, Portland, OR 97035"
"176647","Google Phone","1","600","2021-04-19 19:40:00.0000000","273 South St, Los Angeles, CA 90001"
"176648","27in FHD Monitor","1","149.99000549316406","2024-04-19 01:17:00.0000000","732 2nd St, Portland, OR 97035"
"176649","USB-C Charging Cable","1","11.949999809265137","2009-04-19 08:49:00.0000000","702 11th St, San Francisco, CA 94016"
"176650","Lightning Charging Cable","1","14.949999809265137","2012-04-19 16:47:00.0000000","153 River St, Boston, MA 02215"
"176651","iPhone","1","700","2007-04-19 13:14:00.0000000","997 South St, Boston, MA 02215"
"176652","LG Washing Machine","1","600","2009-04-19 20:04:00.0000000","502 14th St, New York City, NY 10001"
"176653","AA Batteries (4-pack)","1","3.8399999141693115","2026-04-19 19:20:00.0000000","285 Chestnut St, San Francisco, CA 94016"
"176654","USB-C Charging Cable","1","11.949999809265137","2015-04-19 19:35:00.0000000","880 Lakeview St, Seattle, WA 98101"
"176655","Apple Airpods Headphones","1","150","2011-04-19 19:36:00.0000000","848 Center St, San Francisco, CA 94016"
"176656","Google Phone","1","600","2012-04-19 16:42:00.0000000","12 Lakeview St, New York City, NY 10001"
"176657","ThinkPad Laptop","1","999.989990234375","2023-04-19 10:16:00.0000000","774 Forest St, Los Angeles, CA 90001"
"176658","AAA Batteries (4-pack)","2","2.9900000095367432","2022-04-19 08:51:00.0000000","573 Pine St, San Francisco, CA 94016"
"176659","20in Monitor","1","109.98999786376953","2029-04-19 14:40:00.0000000","804 Church St, Dallas, TX 75001"
"176660","AA Batteries (4-pack)","1","3.8399999141693115","2016-04-19 17:10:00.0000000","267 West St, Boston, MA 02215"
"176661","Wired Headphones","1","11.989999771118164","2025-04-19 20:40:00.0000000","522 6th St, Atlanta, GA 30301"
"176662","34in Ultrawide Monitor","1","379.989990234375","2005-04-19 12:46:00.0000000","678 Hickory St, Portland, OR 97035"
"176663","Bose SoundSport Headphones","1","99.989997863769531","2005-04-19 11:48:00.0000000","450 Johnson St, Seattle, WA 98101"
"176664","AAA Batteries (4-pack)","1","2.9900000095367432","2013-04-19 18:59:00.0000000","544 Madison St, Los Angeles, CA 90001"
"176665","ThinkPad Laptop","1","999.989990234375","2007-04-19 14:15:00.0000000","927 13th St, Dallas, TX 75001"
"176666","Wired Headphones","1","11.989999771118164","2008-04-19 16:50:00.0000000","382 Forest St, Seattle, WA 98101"
"176667","27in 4K Gaming Monitor","1","389.989990234375","2011-04-19 00:39:00.0000000","92 11th St, Los Angeles, CA 90001"
"176668","AA Batteries (4-pack)","1","3.8399999141693115","2015-04-19 20:46:00.0000000","56 2nd St, Dallas, TX 75001"
"176669","27in FHD Monitor","1","149.99000549316406","2008-04-19 12:57:00.0000000","506 Jackson St, Dallas, TX 75001"
"176670","Apple Airpods Headphones","1","150","2025-04-19 21:23:00.0000000","892 Willow St, San Francisco, CA 94016"
"176671","AAA Batteries (4-pack)","2","2.9900000095367432","2023-04-19 16:31:00.0000000","738 Jefferson St, New York City, NY 10001"
"176672","Lightning Charging Cable","1","14.949999809265137","2012-04-19 11:07:00.0000000","778 Maple St, New York City, NY 10001"
"176672","USB-C Charging Cable","1","11.949999809265137","2012-04-19 11:07:00.0000000","778 Maple St, New York City, NY 10001"
"176673","20in Monitor","1","109.98999786376953","2010-04-19 08:17:00.0000000","952 1st St, Boston, MA 02215"
"176674","AAA Batteries (4-pack)","3","2.9900000095367432","2020-04-19 20:53:00.0000000","907 West St, Austin, TX 73301"
"176675","AAA Batteries (4-pack)","1","2.9900000095367432","2002-04-19 09:02:00.0000000","933 Meadow St, Seattle, WA 98101"
"176676","LG Dryer","1","600","2009-04-19 00:35:00.0000000","788 Lincoln St, Los Angeles, CA 90001"
"176677","34in Ultrawide Monitor","1","379.989990234375","2001-04-19 11:50:00.0000000","661 Washington St, Austin, TX 73301"
"176678","AA Batteries (4-pack)","2","3.8399999141693115","2019-04-19 22:12:00.0000000","345 Sunset St, San Francisco, CA 94016"
"176679","Apple Airpods Headphones","1","150","2016-04-19 11:12:00.0000000","245 West St, Boston, MA 02215"
"176680","USB-C Charging Cable","1","11.949999809265137","2013-04-19 11:28:00.0000000","368 Main St, Los Angeles, CA 90001"
"176681","Apple Airpods Headphones","1","150","2020-04-19 10:39:00.0000000","331 Cherry St, Seattle, WA 98101"
"176681","ThinkPad Laptop","1","999.989990234375","2020-04-19 10:39:00.0000000","331 Cherry St, Seattle, WA 98101"
"176682","Lightning Charging Cable","1","14.949999809265137","2027-04-19 06:19:00.0000000","593 Adams St, Boston, MA 02215"
"176683","AA Batteries (4-pack)","1","3.8399999141693115","2003-04-19 13:54:00.0000000","253 Willow St, Los Angeles, CA 90001"
"176684","USB-C Charging Cable","1","11.949999809265137","2017-04-19 00:51:00.0000000","293 Washington St, Los Angeles, CA 90001"
"176685","34in Ultrawide Monitor","1","379.989990234375","2023-04-19 22:53:00.0000000","114 10th St, New York City, NY 10001"
"176686","Wired Headphones","1","11.989999771118164","2017-04-19 15:17:00.0000000","892 10th St, Austin, TX 73301"
"176687","Macbook Pro Laptop","1","1700","2030-04-19 10:26:00.0000000","121 Wilson St, Los Angeles, CA 90001"
"176688","Flatscreen TV","1","300","2020-04-19 18:25:00.0000000","229 Church St, San Francisco, CA 94016"
"176689","Bose SoundSport Headphones","1","99.989997863769531","2024-04-19 17:15:00.0000000","659 Lincoln St, New York City, NY 10001"
"176689","AAA Batteries (4-pack)","2","2.9900000095367432","2024-04-19 17:15:00.0000000","659 Lincoln St, New York City, NY 10001"
"176690","20in Monitor","1","109.98999786376953","2004-04-19 18:33:00.0000000","873 Sunset St, San Francisco, CA 94016"
"176691","AAA Batteries (4-pack)","1","2.9900000095367432","2012-04-19 11:57:00.0000000","991 Lincoln St, Los Angeles, CA 90001"
"176692","Wired Headphones","1","11.989999771118164","2008-04-19 18:21:00.0000000","290 Forest St, San Francisco, CA 94016"
"176693","AA Batteries (4-pack)","1","3.8399999141693115","2022-04-19 09:00:00.0000000","252 Walnut St, San Francisco, CA 94016"
"176694","USB-C Charging Cable","1","11.949999809265137","2005-04-19 20:46:00.0000000","985 Washington St, Atlanta, GA 30301"
"176695","AA Batteries (4-pack)","2","3.8399999141693115","2012-04-19 20:50:00.0000000","709 Lake St, Seattle, WA 98101"
"176696","iPhone","1","700","2007-04-19 12:41:00.0000000","343 Johnson St, New York City, NY 10001"
"176697","Wired Headphones","1","11.989999771118164","2020-04-19 22:38:00.0000000","675 Center St, New York City, NY 10001"
"176698","Bose SoundSport Headphones","1","99.989997863769531","2002-04-19 16:15:00.0000000","232 Lakeview St, San Francisco, CA 94016"
"176699","Bose SoundSport Headphones","1","99.989997863769531","2028-04-19 18:04:00.0000000","49 Jefferson St, Boston, MA 02215"
"176700","34in Ultrawide Monitor","1","379.989990234375","2007-04-19 23:10:00.0000000","967 Walnut St, Dallas, TX 75001"
"176701","USB-C Charging Cable","1","11.949999809265137","2011-04-19 13:05:00.0000000","128 Church St, Austin, TX 73301"
"176702","AA Batteries (4-pack)","1","3.8399999141693115","2023-04-19 19:44:00.0000000","896 Sunset St, Seattle, WA 98101"
"176703","20in Monitor","1","109.98999786376953","2017-04-19 10:00:00.0000000","748 Washington St, New York City, NY 10001"
"176704","AA Batteries (4-pack)","2","3.8399999141693115","2017-04-19 10:00:00.0000000","909 Center St, Seattle, WA 98101"
"176705","Lightning Charging Cable","2","14.949999809265137","2006-04-19 09:38:00.0000000","503 8th St, Austin, TX 73301"
"176706","Lightning Charging Cable","1","14.949999809265137","2013-04-19 13:32:00.0000000","309 South St, New York City, NY 10001"
"176707","Apple Airpods Headphones","1","150","2013-04-19 10:34:00.0000000","408 Center St, Portland, OR 97035"
"176708","Wired Headphones","1","11.989999771118164","2028-04-19 23:03:00.0000000","542 Ridge St, New York City, NY 10001"
"176709","AA Batteries (4-pack)","1","3.8399999141693115","2024-04-19 14:17:00.0000000","971 Church St, Dallas, TX 75001"
"176710","20in Monitor","2","109.98999786376953","2007-04-19 10:00:00.0000000","848 West St, Dallas, TX 75001"
"176711","Flatscreen TV","1","300","2030-04-19 10:58:00.0000000","796 River St, Dallas, TX 75001"
"176712","Google Phone","1","600","2020-04-19 05:21:00.0000000","910 Washington St, San Francisco, CA 94016"
"176713","Wired Headphones","1","11.989999771118164","2021-04-19 10:48:00.0000000","498 Walnut St, San Francisco, CA 94016"
"176714","USB-C Charging Cable","1","11.949999809265137","2026-04-19 23:34:00.0000000","303 Spruce St, Los Angeles, CA 90001"
"176715","Apple Airpods Headphones","1","150","2027-04-19 16:43:00.0000000","258 Jefferson St, San Francisco, CA 94016"
"176716","Wired Headphones","1","11.989999771118164","2024-04-19 14:43:00.0000000","794 7th St, Los Angeles, CA 90001"
"176717","Apple Airpods Headphones","1","150","2019-04-19 10:34:00.0000000","490 Lakeview St, Atlanta, GA 30301"
"176718","Lightning Charging Cable","1","14.949999809265137","2022-04-19 19:14:00.0000000","672 Sunset St, Los Angeles, CA 90001"
"176719","Flatscreen TV","1","300","2027-04-19 13:07:00.0000000","602 Hickory St, Boston, MA 02215"
"176720","Lightning Charging Cable","1","14.949999809265137","2021-04-19 10:35:00.0000000","556 South St, Portland, OR 97035"
"176721","AAA Batteries (4-pack)","1","2.9900000095367432","2026-04-19 21:08:00.0000000","469 7th St, San Francisco, CA 94016"
"176722","27in 4K Gaming Monitor","1","389.989990234375","2001-04-19 10:57:00.0000000","209 14th St, New York City, NY 10001"
"176723","27in 4K Gaming Monitor","1","389.989990234375","2019-04-19 21:31:00.0000000","613 12th St, Portland, OR 97035"
"176724","Lightning Charging Cable","1","14.949999809265137","2026-04-19 20:59:00.0000000","34 12th St, San Francisco, CA 94016"
"176725","AA Batteries (4-pack)","2","3.8399999141693115","2015-04-19 14:33:00.0000000","630 14th St, San Francisco, CA 94016"
"176726","USB-C Charging Cable","1","11.949999809265137","2013-04-19 18:14:00.0000000","979 8th St, Los Angeles, CA 90001"
"176727","Lightning Charging Cable","1","14.949999809265137","2014-04-19 14:26:00.0000000","218 Hickory St, Los Angeles, CA 90001"
"176728","Lightning Charging Cable","1","14.949999809265137","2021-04-19 07:38:00.0000000","516 Park St, Atlanta, GA 30301"
"176729","USB-C Charging Cable","1","11.949999809265137","2024-04-19 09:57:00.0000000","637 9th St, Seattle, WA 98101"
"176730","Bose SoundSport Headphones","1","99.989997863769531","2017-04-19 08:27:00.0000000","403 Ridge St, New York City, NY 10001"
"176731","AAA Batteries (4-pack)","2","2.9900000095367432","2021-04-19 16:17:00.0000000","36 Lincoln St, San Francisco, CA 94016"
"176732","iPhone","1","700","2023-04-19 09:33:00.0000000","504 Wilson St, Dallas, TX 75001"
"176733","20in Monitor","1","109.98999786376953","2011-04-19 13:31:00.0000000","575 Hickory St, San Francisco, CA 94016"
"176734","Apple Airpods Headphones","1","150","2003-04-19 22:13:00.0000000","611 Jackson St, New York City, NY 10001"
"176735","27in FHD Monitor","1","149.99000549316406","2016-04-19 23:52:00.0000000","802 Ridge St, Austin, TX 73301"
"176736","AA Batteries (4-pack)","1","3.8399999141693115","2017-04-19 11:48:00.0000000","421 2nd St, Los Angeles, CA 90001"
"176737","Apple Airpods Headphones","1","150","2007-04-19 01:28:00.0000000","109 Center St, Los Angeles, CA 90001"
"176738","AA Batteries (4-pack)","1","3.8399999141693115","2003-04-19 13:17:00.0000000","661 Center St, San Francisco, CA 94016"
"176739","34in Ultrawide Monitor","1","379.989990234375","2005-04-19 17:38:00.0000000","730 6th St, Austin, TX 73301"
"176739","Google Phone","1","600","2005-04-19 17:38:00.0000000","730 6th St, Austin, TX 73301"
"176740","Bose SoundSport Headphones","1","99.989997863769531","2024-04-19 15:10:00.0000000","699 Washington St, Dallas, TX 75001"
"176741","USB-C Charging Cable","1","11.949999809265137","2029-04-19 18:49:00.0000000","990 Ridge St, San Francisco, CA 94016"
"176742","Wired Headphones","1","11.989999771118164","2017-04-19 09:54:00.0000000","115 Forest St, Los Angeles, CA 90001"
"176743","27in 4K Gaming Monitor","1","389.989990234375","2001-04-19 09:17:00.0000000","570 11th St, Atlanta, GA 30301"
"176744","Lightning Charging Cable","1","14.949999809265137","2014-04-19 19:59:00.0000000","937 Maple St, Los Angeles, CA 90001"
"176745","Wired Headphones","1","11.989999771118164","2024-04-19 09:23:00.0000000","461 Adams St, Los Angeles, CA 90001"
"176746","27in 4K Gaming Monitor","1","389.989990234375","2008-04-19 19:04:00.0000000","638 Park St, Seattle, WA 98101"
"176747","Macbook Pro Laptop","1","1700","2027-04-19 15:04:00.0000000","645 7th St, San Francisco, CA 94016"
"176748","Flatscreen TV","1","300","2024-04-19 15:28:00.0000000","339 13th St, Boston, MA 02215"
"176749","ThinkPad Laptop","1","999.989990234375","2026-04-19 07:55:00.0000000","322 Adams St, Seattle, WA 98101"
"176750","AA Batteries (4-pack)","1","3.8399999141693115","2013-04-19 23:52:00.0000000","255 Cedar St, Austin, TX 73301"
"176751","AAA Batteries (4-pack)","1","2.9900000095367432","2018-04-19 13:01:00.0000000","258 4th St, San Francisco, CA 94016"
"176752","AA Batteries (4-pack)","1","3.8399999141693115","2013-04-19 23:59:00.0000000","665 Wilson St, San Francisco, CA 94016"
"176753","USB-C Charging Cable","1","11.949999809265137","2001-04-19 23:07:00.0000000","496 Adams St, Atlanta, GA 30301"
"176754","34in Ultrawide Monitor","1","379.989990234375","2002-04-19 17:07:00.0000000","288 Forest St, Los Angeles, CA 90001"
"176755","27in 4K Gaming Monitor","1","389.989990234375","2009-04-19 16:21:00.0000000","825 Madison St, Seattle, WA 98101"
"176756","27in FHD Monitor","1","149.99000549316406","2005-04-19 17:06:00.0000000","348 Lake St, New York City, NY 10001"
"176757","AA Batteries (4-pack)","1","3.8399999141693115","2011-04-19 20:28:00.0000000","79 Hickory St, Portland, OR 97035"
"176758","34in Ultrawide Monitor","1","379.989990234375","2018-04-19 21:26:00.0000000","166 Highland St, San Francisco, CA 94016"
"176759","Lightning Charging Cable","1","14.949999809265137","2006-04-19 12:46:00.0000000","864 Main St, Los Angeles, CA 90001"
"176760","Wired Headphones","1","11.989999771118164","2002-04-19 20:32:00.0000000","813 Highland St, San Francisco, CA 94016"
"176761","Apple Airpods Headphones","1","150","2026-04-19 20:00:00.0000000","830 2nd St, San Francisco, CA 94016"
"176762","AA Batteries (4-pack)","1","3.8399999141693115","2018-04-19 14:06:00.0000000","977 1st St, Seattle, WA 98101"
"176763","USB-C Charging Cable","1","11.949999809265137","2025-04-19 13:36:00.0000000","638 Johnson St, San Francisco, CA 94016"
"176764","Wired Headphones","1","11.989999771118164","2016-04-19 19:52:00.0000000","652 Center St, Atlanta, GA 30301"
"176765","USB-C Charging Cable","1","11.949999809265137","2014-04-19 20:44:00.0000000","729 Ridge St, San Francisco, CA 94016"
"176766","AA Batteries (4-pack)","2","3.8399999141693115","2021-04-19 19:52:00.0000000","84 Johnson St, Boston, MA 02215"
"176767","27in 4K Gaming Monitor","1","389.989990234375","2009-04-19 14:18:00.0000000","205 4th St, Atlanta, GA 30301"
"176768","Wired Headphones","1","11.989999771118164","2004-04-19 00:03:00.0000000","643 Spruce St, Los Angeles, CA 90001"
"176769","AA Batteries (4-pack)","1","3.8399999141693115","2029-04-19 14:14:00.0000000","206 10th St, San Francisco, CA 94016"
"176770","Wired Headphones","1","11.989999771118164","2008-04-19 17:38:00.0000000","345 Church St, San Francisco, CA 94016"
"176771","Lightning Charging Cable","1","14.949999809265137","2024-04-19 17:40:00.0000000","403 11th St, New York City, NY 10001"
"176772","AA Batteries (4-pack)","1","3.8399999141693115","2010-04-19 21:48:00.0000000","426 14th St, New York City, NY 10001"
"176773","AAA Batteries (4-pack)","2","2.9900000095367432","2025-04-19 20:07:00.0000000","30 9th St, Portland, ME 04101"
"176774","Lightning Charging Cable","1","14.949999809265137","2025-04-19 15:06:00.0000000","372 Church St, Los Angeles, CA 90001"
"176774","USB-C Charging Cable","1","11.949999809265137","2025-04-19 15:06:00.0000000","372 Church St, Los Angeles, CA 90001"
"176775","USB-C Charging Cable","2","11.949999809265137","2001-04-19 20:56:00.0000000","975 Forest St, San Francisco, CA 94016"
"176776","Bose SoundSport Headphones","1","99.989997863769531","2024-04-19 23:28:00.0000000","613 Washington St, Seattle, WA 98101"
"176777","Apple Airpods Headphones","1","150","2014-04-19 16:53:00.0000000","163 Jackson St, Portland, OR 97035"
"176778","34in Ultrawide Monitor","1","379.989990234375","2012-04-19 17:46:00.0000000","201 Madison St, San Francisco, CA 94016"
"176779","27in FHD Monitor","1","149.99000549316406","2004-04-19 16:46:00.0000000","351 Park St, Atlanta, GA 30301"
